area,perimeter,compactness,length_of_kernel,width_of_kernel,asymmetry_coefficient,length_of_kernel_groove
1.5222060294307997,0.8261597589963693,-1.0475023997518114,-0.1737538378303414,1.5335071168249013,1.516021593676531,-1.0361317731744188
1.1559542903295663,1.2397807117152446,-0.16829871941459784,0.027016207032495073,-0.974692259645787,-1.0541780956046658,1.1963278623296334
0.3730789710275791,1.2763657746307644,0.07697136030296153,1.518585664522448,0.6881504866650499,1.5529779322877142,-0.20148855239773464
-1.348458699534725,-1.5869498352153288,0.4313312459520087,-1.704095865682106,1.161311839096356,0.5344951106236501,1.579039873370217
0.5955645540681275,-0.6724757604006801,0.813752809686721,-0.4865402809419608,-1.5112669945169468,-0.14878954949284545,-0.3528128662611
1.4983561702164465,0.5050254459503674,1.649084997702795,0.8757700446845018,-0.9954129927765708,-0.6778541657135515,1.138349592133981
1.3878374639000701,-1.8012977520097389,-0.7639178276767614,-0.5411461373846166,0.8818270578256506,-1.70095925512151,0.545614023271466
1.354270469552193,0.37252297060008016,1.4920635505899915,-1.3285665640428892,0.5699014457108195,-0.18600892217249354,1.5824370342632057
-1.2887634551091949,-0.8778780302186888,-1.187879298041681,-1.1893748844470018,0.3752677634995242,1.1214997217674942,0.26515099600108233
0.8197547470874258,0.894987217204277,1.3617421794104752,1.1693340972884863,-0.6765936467278125,1.0671065176819365,-0.5559977767012378
-1.1065158122075318,1.5364703661405539,-0.4501410993337198,-1.2700030238724214,-0.5054909234251344,-1.4143002821417572,-1.3535754019497337
-1.4035533029700453,0.08751477298291754,-1.431547579446727,1.095969766840384,1.6461458928336286,-0.4299011847429265,0.557993325757979
0.66587370066055,1.5826878799215327,-1.503396520208541,-1.1083500970097067,-1.5020576762757796,1.5403352237949908,0.41204190616065844
-0.5518275614750011,0.015055453743863176,-1.1469784643613568,1.5191272959261282,-1.517866682652175,-1.5535261751130385,-0.2908793962525926
1.641083662671744,0.383069494890338,0.38744246825490863,1.1362251222570645,0.4447213406177843,0.583487216768128,0.6464645148459385
